Date,Location,Temperature,WeatherEvent,Precipitation
2020-04-22,City_2,73.5,Clear,0.0
2020-04-23,City_2,78.8,Clear,0.0
2020-04-24,City_2,69.2,Clear,0.0
2020-04-25,City_2,77.8,Clear,0.0
2020-04-26,City_2,72.9,Rain,0.0
2020-04-27,City_2,75.9,Clear,0.0
2020-04-28,City_2,73.8,Clear,0.0
2020-04-29,City_2,69.7,Rain,0.0
2020-04-30,City_2,72.2,Clear,0.0
2020-05-01,City_2,67.8,Clear,0.0
2020-05-02,City_2,72.8,Clear,0.0
2020-05-03,City_2,62.6,Rain,0.0
2020-05-04,City_2,62.0,Clear,0.0
2020-05-05,City_2,63.0,Clear,0.0
2020-05-06,City_2,70.2,Clear,0.0
2020-05-07,City_2,67.7,Rain,0.0
2020-05-08,City_2,64.6,Clear,0.0
2020-05-09,City_2,69.5,Rain,0.0
2020-05-10,City_2,74.7,Clear,0.0
2020-05-11,City_2,60.9,Clear,0.0
2020-05-12,City_2,56.2,Rain,0.18
2020-05-13,City_2,72.4,Clear,0.0
2020-05-14,City_2,59.8,Clear,0.0
2020-05-15,City_2,72.2,Clear,0.0
2020-05-16,City_2,67.9,Clear,0.0
2020-05-17,City_2,58.0,Rain,0.84
2020-05-18,City_2,67.5,Clear,0.0
2020-05-19,City_2,57.1,Rain,0.0
2020-05-20,City_2,66.4,Clear,0.0
2020-05-21,City_2,54.7,Rain,0.06
2020-05-22,City_2,61.4,Rain,0.38
2020-05-23,City_2,61.6,Clear,0.0
2020-05-24,City_2,61.0,Clear,0.0
2020-05-25,City_2,54.2,Windy,0.0
2020-05-26,City_2,59.9,Clear,0.0
2020-05-27,City_2,63.0,Clear,0.0
2020-05-28,City_2,66.5,Clear,0.0
2020-05-29,City_2,54.8,Fog,0.0
2020-05-30,City_2,61.9,Clear,0.0
2020-05-31,City_2,60.0,Clear,0.0
2020-06-01,City_2,61.2,Clear,0.0
2020-06-02,City_2,51.5,Clear,0.0
2020-06-03,City_2,65.6,Rain,0.04
2020-06-04,City_2,51.5,Clear,0.0
2020-06-05,City_2,56.5,Clear,0.0
2020-06-06,City_2,54.5,Cloudy,0.0
2020-06-07,City_2,48.0,Clear,0.0
2020-06-08,City_2,54.3,Clear,0.0
2020-06-09,City_2,48.4,Rain,1.33
2020-06-10,City_2,46.7,Clear,0.0
2020-06-11,City_2,53.5,Clear,0.0
2020-06-12,City_2,55.6,Clear,0.0
2020-06-13,City_2,50.1,Clear,0.0
2020-06-14,City_2,58.2,Clear,0.0
2020-06-15,City_2,46.0,Rain,1.29
2020-06-16,City_2,49.0,Clear,0.0
2020-06-17,City_2,52.1,Clear,0.0
2020-06-18,City_2,42.7,Rain,0.47
2020-06-19,City_2,54.9,Fog,0.0
2020-06-20,City_2,43.7,Windy,0.0
2020-06-21,City_2,41.3,Clear,0.0
2020-06-22,City_2,51.5,Rain,0.0
2020-06-23,City_2,53.3,Cloudy,0.0
2020-06-24,City_2,47.7,Clear,0.0
2020-06-25,City_2,52.8,Fog,0.0
2020-06-26,City_2,44.3,Rain,0.55
2020-06-27,City_2,48.2,Clear,0.0
2020-06-28,City_2,48.9,Clear,0.0
2020-06-29,City_2,51.9,Clear,0.0
2020-06-30,City_2,40.7,Rain,0.0
2020-07-01,City_2,45.5,Clear,0.0
2020-07-02,City_2,44.0,Clear,0.0
2020-07-03,City_2,43.3,Cloudy,0.0
2020-07-04,City_2,41.2,Clear,0.0
2020-07-05,City_2,39.0,Clear,0.0
2020-07-06,City_2,54.3,Rain,1.01
2020-07-07,City_2,38.9,Clear,0.0
2020-07-08,City_2,40.0,Clear,0.0
2020-07-09,City_2,37.3,Rain,0.75
2020-07-10,City_2,36.6,Clear,0.0
2020-07-11,City_2,35.2,Rain,0.51
2020-07-12,City_2,39.3,Rain,0.53
2020-07-13,City_2,42.2,Clear,0.0
2020-07-14,City_2,28.2,Rain,0.1
2020-07-15,City_2,43.0,Rain,0.4
2020-07-16,City_2,33.2,Clear,0.0
2020-07-17,City_2,43.0,Rain,0.1
2020-07-18,City_2,36.6,Clear,0.0
2020-07-19,City_2,24.0,Snow,0.0
2020-07-20,City_2,37.9,Rain,0.94
2020-07-21,City_2,26.4,Clear,0.0
2020-07-22,City_2,36.8,Rain,0.79
2020-07-23,City_2,32.6,Rain,0.96
2020-07-24,City_2,28.1,Clear,0.0
2020-07-25,City_2,40.0,Clear,0.0
2020-07-26,City_2,31.7,Clear,0.0
2020-07-27,City_2,30.9,Snow,1.13
2020-07-28,City_2,28.1,Snow,1.03
2020-07-29,City_2,42.2,Rain,0.0
2020-07-30,City_2,32.2,Rain,0.27
2020-07-31,City_2,28.8,Snow,0.0
2020-08-01,City_2,23.8,Snow,0.0
2020-08-02,City_2,26.6,Snow,0.0
2020-08-03,City_2,31.0,Cloudy,0.0
2020-08-04,City_2,38.5,Rain,0.59
2020-08-05,City_2,37.6,Rain,0.0
2020-08-06,City_2,38.5,Clear,0.0
2020-08-07,City_2,27.9,Snow,1.85
2020-08-08,City_2,37.7,Rain,0.99
2020-08-09,City_2,25.9,Snow,0.43
2020-08-10,City_2,34.4,Rain,0.0
2020-08-11,City_2,46.1,Rain,0.36
2020-08-12,City_2,14.3,Clear,0.0
2020-08-13,City_2,27.4,Snow,0.94
2020-08-14,City_2,26.2,Snow,0.0
2020-08-15,City_2,44.1,Clear,0.0
2020-08-16,City_2,25.4,Snow,0.81
2020-08-17,City_2,30.1,Rain,0.4
2020-08-18,City_2,27.4,Snow,0.0
2020-08-19,City_2,21.0,Snow,1.54
2020-08-20,City_2,30.9,Snow,1.35
2020-08-21,City_2,22.3,Snow,0.71
2020-08-22,City_2,24.0,Snow,0.41
2020-08-23,City_2,34.6,Clear,0.0
2020-08-24,City_2,23.1,Snow,1.44
2020-08-25,City_2,23.1,Clear,0.0
2020-08-26,City_2,25.8,Rain,0.23
2020-08-27,City_2,26.8,Clear,0.0
2020-08-28,City_2,17.3,Snow,0.04
2020-08-29,City_2,23.1,Rain,0.7
2020-08-30,City_2,23.1,Clear,0.0
2020-08-31,City_2,20.9,Snow,1.58
2020-09-01,City_2,23.1,Clear,0.0
2020-09-02,City_2,25.6,Snow,1.3
2020-09-03,City_2,30.6,Snow,1.91
2020-09-04,City_2,24.7,Rain,0.45
2020-09-05,City_2,35.3,Clear,0.0
2020-09-06,City_2,36.2,Clear,0.0
2020-09-07,City_2,33.1,Rain,0.37
2020-09-08,City_2,29.3,Snow,0.38
2020-09-09,City_2,24.3,Snow,1.99
2020-09-10,City_2,28.0,Snow,0.69
2020-09-11,City_2,30.1,Snow,0.85
2020-09-12,City_2,28.3,Snow,0.0
2020-09-13,City_2,21.9,Clear,0.0
2020-09-14,City_2,27.8,Rain,0.67
2020-09-15,City_2,21.7,Clear,0.0
2020-09-16,City_2,34.6,Rain,0.47
2020-09-17,City_2,29.7,Snow,0.64
2020-09-18,City_2,26.7,Rain,0.89
2020-09-19,City_2,22.7,Snow,0.37
2020-09-20,City_2,21.1,Rain,0.77
2020-09-21,City_2,25.0,Rain,0.66
2020-09-22,City_2,25.2,Clear,0.0
2020-09-23,City_2,29.4,Snow,1.34
2020-09-24,City_2,30.1,Snow,1.51
2020-09-25,City_2,31.1,Rain,0.63
2020-09-26,City_2,22.9,Snow,1.73
2020-09-27,City_2,26.1,Snow,0.0
2020-09-28,City_2,24.3,Snow,1.58
2020-09-29,City_2,29.2,Snow,0.38
2020-09-30,City_2,29.8,Clear,0.0
2020-10-01,City_2,32.0,Clear,0.0
2020-10-02,City_2,28.0,Snow,0.0
2020-10-03,City_2,28.0,Snow,0.91
2020-10-04,City_2,31.8,Snow,0.15
2020-10-05,City_2,24.9,Rain,0.3
2020-10-06,City_2,36.3,Rain,0.0
2020-10-07,City_2,32.9,Clear,0.0
2020-10-08,City_2,13.6,Snow,0.55
2020-10-09,City_2,30.6,Snow,0.0
2020-10-10,City_2,16.9,Rain,0.46
2020-10-11,City_2,42.7,Clear,0.0
2020-10-12,City_2,35.5,Cloudy,0.0
2020-10-13,City_2,40.6,Clear,0.0
2020-10-14,City_2,28.6,Snow,1.5
2020-10-15,City_2,35.7,Rain,0.48
2020-10-16,City_2,30.4,Snow,0.33
2020-10-17,City_2,40.2,Rain,0.2
2020-10-18,City_2,26.2,Rain,0.0
2020-10-19,City_2,31.6,Clear,0.0
2020-10-20,City_2,35.1,Clear,0.0
2020-10-21,City_2,35.8,Clear,0.0
2020-10-22,City_2,28.8,Snow,1.3
2020-10-23,City_2,29.8,Snow,0.0
2020-10-24,City_2,39.2,Clear,0.0
2020-10-25,City_2,26.4,Snow,0.62
2020-10-26,City_2,27.4,Snow,1.11
2020-10-27,City_2,39.4,Rain,0.38
2020-10-28,City_2,41.9,Rain,0.04
2020-10-29,City_2,39.9,Clear,0.0
2020-10-30,City_2,39.2,Clear,0.0
2020-10-31,City_2,41.2,Rain,0.36
2020-11-01,City_2,34.8,Rain,0.16
2020-11-02,City_2,32.4,Rain,0.14
2020-11-03,City_2,39.4,Rain,0.04
2020-11-04,City_2,29.0,Snow,0.7
2020-11-05,City_2,32.9,Rain,0.0
2020-11-06,City_2,36.3,Clear,0.0
2020-11-07,City_2,45.3,Clear,0.0
2020-11-08,City_2,49.6,Clear,0.0
2020-11-09,City_2,44.4,Clear,0.0
2020-11-10,City_2,39.1,Rain,0.65
2020-11-11,City_2,44.8,Clear,0.0
2020-11-12,City_2,45.0,Clear,0.0
2020-11-13,City_2,38.8,Rain,0.5
2020-11-14,City_2,40.5,Clear,0.0
2020-11-15,City_2,41.6,Rain,0.53
2020-11-16,City_2,43.4,Rain,0.94
2020-11-17,City_2,43.5,Rain,0.89
2020-11-18,City_2,43.2,Clear,0.0
2020-11-19,City_2,46.2,Clear,0.0
2020-11-20,City_2,44.4,Rain,0.0
2020-11-21,City_2,42.4,Rain,0.61
2020-11-22,City_2,40.1,Rain,0.72
2020-11-23,City_2,45.1,Rain,0.23
2020-11-24,City_2,44.0,Rain,0.59
2020-11-25,City_2,51.1,Rain,0.54
2020-11-26,City_2,47.7,Clear,0.0
2020-11-27,City_2,42.4,Clear,0.0
2020-11-28,City_2,46.8,Clear,0.0
2020-11-29,City_2,45.6,Clear,0.0
2020-11-30,City_2,40.8,Clear,0.0
2020-12-01,City_2,57.0,Clear,0.0
2020-12-02,City_2,38.6,Rain,0.86
2020-12-03,City_2,51.4,Clear,0.0
2020-12-04,City_2,51.8,Rain,0.0
2020-12-05,City_2,57.5,Cloudy,0.0
2020-12-06,City_2,54.4,Clear,0.0
2020-12-07,City_2,57.8,Cloudy,0.0
2020-12-08,City_2,43.7,Clear,0.0
2020-12-09,City_2,57.4,Clear,0.0
2020-12-10,City_2,55.6,Rain,0.1
2020-12-11,City_2,49.5,Rain,0.14
2020-12-12,City_2,52.7,Rain,0.0
2020-12-13,City_2,59.0,Clear,0.0
2020-12-14,City_2,43.1,Clear,0.0
2020-12-15,City_2,45.7,Rain,1.27
2020-12-16,City_2,56.0,Clear,0.0
2020-12-17,City_2,58.8,Clear,0.0
2020-12-18,City_2,63.0,Rain,0.0
2020-12-19,City_2,57.5,Clear,0.0
2020-12-20,City_2,57.2,Clear,0.0
2020-12-21,City_2,56.6,Clear,0.0
2020-12-22,City_2,67.1,Fog,0.0
2020-12-23,City_2,61.3,Clear,0.0
2020-12-24,City_2,61.1,Rain,0.9
2020-12-25,City_2,62.2,Clear,0.0
2020-12-26,City_2,50.1,Clear,0.0
2020-12-27,City_2,62.9,Rain,0.62
2020-12-28,City_2,52.5,Cloudy,0.0
2020-12-29,City_2,66.2,Rain,0.41
2020-12-30,City_2,62.7,Rain,0.63
2020-12-31,City_2,67.9,Clear,0.0
2021-01-01,City_2,64.5,Rain,0.0
2021-01-02,City_2,71.8,Clear,0.0
2021-01-03,City_2,71.3,Windy,0.0
2021-01-04,City_2,67.8,Clear,0.0
2021-01-05,City_2,57.7,Clear,0.0
2021-01-06,City_2,71.1,Rain,0.0
2021-01-07,City_2,69.4,Clear,0.0
2021-01-08,City_2,75.9,Rain,1.04
2021-01-09,City_2,76.2,Clear,0.0
2021-01-10,City_2,65.1,Clear,0.0
2021-01-11,City_2,69.8,Rain,1.19
2021-01-12,City_2,62.0,Rain,0.0
2021-01-13,City_2,66.2,Rain,0.24
2021-01-14,City_2,62.8,Clear,0.0
2021-01-15,City_2,75.1,Clear,0.0
2021-01-16,City_2,71.1,Rain,0.0
2021-01-17,City_2,76.9,Clear,0.0
2021-01-18,City_2,68.5,Clear,0.0
2021-01-19,City_2,70.2,Rain,0.54
2021-01-20,City_2,67.7,Clear,0.0
2021-01-21,City_2,76.8,Clear,0.0
2021-01-22,City_2,62.6,Clear,0.0
2021-01-23,City_2,70.2,Clear,0.0
2021-01-24,City_2,64.2,Windy,0.0
2021-01-25,City_2,69.8,Clear,0.0
2021-01-26,City_2,69.6,Rain,0.35
2021-01-27,City_2,69.0,Rain,0.98
2021-01-28,City_2,66.8,Clear,0.0
2021-01-29,City_2,82.2,Clear,0.0
2021-01-30,City_2,72.1,Rain,0.0
2021-01-31,City_2,74.1,Rain,0.0
2021-02-01,City_2,78.6,Clear,0.0
2021-02-02,City_2,81.0,Rain,1.62
2021-02-03,City_2,76.6,Clear,0.0
2021-02-04,City_2,80.7,Clear,0.0
2021-02-05,City_2,74.8,Clear,0.0
2021-02-06,City_2,75.9,Clear,0.0
2021-02-07,City_2,75.8,Clear,0.0
2021-02-08,City_2,67.4,Clear,0.0
2021-02-09,City_2,81.9,Clear,0.0
2021-02-10,City_2,68.2,Rain,0.0
2021-02-11,City_2,79.0,Rain,1.92
2021-02-12,City_2,74.5,Clear,0.0
2021-02-13,City_2,77.5,Rain,0.17
2021-02-14,City_2,82.9,Clear,0.0
2021-02-15,City_2,76.6,Clear,0.0
2021-02-16,City_2,76.1,Clear,0.0
2021-02-17,City_2,85.0,Clear,0.0
2021-02-18,City_2,77.0,Clear,0.0
2021-02-19,City_2,80.2,Rain,0.61
2021-02-20,City_2,78.7,Rain,0.98
2021-02-21,City_2,73.6,Rain,0.01
2021-02-22,City_2,86.7,Clear,0.0
2021-02-23,City_2,82.0,Clear,0.0
2021-02-24,City_2,80.0,Windy,0.0
2021-02-25,City_2,83.7,Clear,0.0
2021-02-26,City_2,84.6,Fog,0.0
2021-02-27,City_2,76.0,Clear,0.0
2021-02-28,City_2,80.4,Clear,0.0
2021-03-01,City_2,82.5,Clear,0.0
2021-03-02,City_2,87.4,Clear,0.0
2021-03-03,City_2,81.5,Clear,0.0
2021-03-04,City_2,74.4,Clear,0.0
2021-03-05,City_2,81.9,Fog,0.0
2021-03-06,City_2,73.2,Rain,0.0
2021-03-07,City_2,85.0,Clear,0.0
2021-03-08,City_2,78.8,Clear,0.0
2021-03-09,City_2,84.3,Fog,0.0
2021-03-10,City_2,70.7,Clear,0.0
2021-03-11,City_2,86.3,Clear,0.0
2021-03-12,City_2,77.0,Clear,0.0
2021-03-13,City_2,77.9,Clear,0.0
2021-03-14,City_2,74.0,Clear,0.0
2021-03-15,City_2,78.7,Clear,0.0
2021-03-16,City_2,80.5,Clear,0.0
2021-03-17,City_2,72.3,Clear,0.0
2021-03-18,City_2,79.6,Clear,0.0
2021-03-19,City_2,78.7,Clear,0.0
2021-03-20,City_2,81.1,Clear,0.0
2021-03-21,City_2,82.7,Clear,0.0
2021-03-22,City_2,78.1,Windy,0.0
2021-03-23,City_2,78.8,Windy,0.0
2021-03-24,City_2,81.4,Clear,0.0
2021-03-25,City_2,85.6,Cloudy,0.0
2021-03-26,City_2,73.7,Cloudy,0.0
2021-03-27,City_2,87.7,Rain,1.86
2021-03-28,City_2,75.0,Fog,0.0
2021-03-29,City_2,78.0,Rain,0.4
2021-03-30,City_2,73.0,Clear,0.0
2021-03-31,City_2,81.9,Clear,0.0
2021-04-01,City_2,73.3,Clear,0.0
2021-04-02,City_2,79.4,Clear,0.0
2021-04-03,City_2,76.9,Clear,0.0
2021-04-04,City_2,87.0,Rain,0.36
2021-04-05,City_2,78.5,Clear,0.0
2021-04-06,City_2,82.8,Clear,0.0
2021-04-07,City_2,78.3,Clear,0.0
2021-04-08,City_2,75.1,Clear,0.0
2021-04-09,City_2,84.1,Thunderstorm,1.5
2021-04-10,City_2,78.3,Cloudy,0.0
2021-04-11,City_2,76.0,Rain,1.88
2021-04-12,City_2,69.2,Clear,0.0
2021-04-13,City_2,78.0,Clear,0.0
2021-04-14,City_2,75.0,Clear,0.0
2021-04-15,City_2,82.0,Clear,0.0
2021-04-16,City_2,71.2,Clear,0.0
2021-04-17,City_2,75.4,Clear,0.0
2021-04-18,City_2,72.5,Clear,0.0
2021-04-19,City_2,79.9,Clear,0.0
2021-04-20,City_2,73.8,Clear,0.0
2021-04-21,City_2,86.5,Clear,0.0
2021-04-22,City_2,79.3,Clear,0.0
2021-04-23,City_2,71.8,Clear,0.0
2021-04-24,City_2,70.8,Clear,0.0
2021-04-25,City_2,66.0,Rain,0.29
2021-04-26,City_2,76.2,Clear,0.0
2021-04-27,City_2,77.2,Rain,0.6
2021-04-28,City_2,73.7,Clear,0.0
2021-04-29,City_2,74.0,Clear,0.0
2021-04-30,City_2,70.0,Rain,0.65
2021-05-01,City_2,59.8,Windy,0.0
2021-05-02,City_2,70.5,Windy,0.0
2021-05-03,City_2,74.9,Clear,0.0
2021-05-04,City_2,56.5,Windy,0.0
2021-05-05,City_2,67.6,Clear,0.0
2021-05-06,City_2,65.0,Clear,0.0
2021-05-07,City_2,79.5,Clear,0.0
2021-05-08,City_2,77.2,Rain,1.76
2021-05-09,City_2,68.1,Rain,0.23
2021-05-10,City_2,69.7,Clear,0.0
2021-05-11,City_2,77.9,Fog,0.0
2021-05-12,City_2,66.1,Rain,0.85
2021-05-13,City_2,66.4,Fog,0.0
2021-05-14,City_2,58.2,Rain,1.21
2021-05-15,City_2,71.3,Clear,0.0
2021-05-16,City_2,59.8,Clear,0.0
2021-05-17,City_2,60.7,Clear,0.0
2021-05-18,City_2,63.2,Clear,0.0
2021-05-19,City_2,67.2,Rain,0.0
2021-05-20,City_2,61.8,Clear,0.0
2021-05-21,City_2,58.7,Clear,0.0
2021-05-22,City_2,58.0,Rain,0.0
2021-05-23,City_2,67.9,Rain,0.0
2021-05-24,City_2,56.9,Rain,1.46
2021-05-25,City_2,58.7,Rain,0.97
2021-05-26,City_2,70.0,Clear,0.0
2021-05-27,City_2,56.9,Clear,0.0
2021-05-28,City_2,62.9,Fog,0.0
2021-05-29,City_2,56.9,Clear,0.0
2021-05-30,City_2,54.0,Rain,1.44
2021-05-31,City_2,67.9,Clear,0.0
2021-06-01,City_2,52.6,Cloudy,0.0
2021-06-02,City_2,57.8,Clear,0.0
2021-06-03,City_2,58.6,Clear,0.0
2021-06-04,City_2,52.0,Clear,0.0
2021-06-05,City_2,56.1,Clear,0.0
2021-06-06,City_2,53.1,Clear,0.0
2021-06-07,City_2,56.1,Clear,0.0
2021-06-08,City_2,55.8,Windy,0.0
2021-06-09,City_2,55.4,Clear,0.0
2021-06-10,City_2,49.2,Rain,0.83
2021-06-11,City_2,54.6,Clear,0.0
2021-06-12,City_2,61.2,Rain,0.94
2021-06-13,City_2,43.0,Windy,0.0
2021-06-14,City_2,49.1,Clear,0.0
2021-06-15,City_2,54.6,Clear,0.0
2021-06-16,City_2,49.4,Clear,0.0
2021-06-17,City_2,49.3,Rain,0.83
2021-06-18,City_2,45.2,Rain,0.88
2021-06-19,City_2,43.4,Rain,0.13
2021-06-20,City_2,52.5,Rain,0.0
2021-06-21,City_2,47.3,Clear,0.0
2021-06-22,City_2,46.4,Rain,0.88
2021-06-23,City_2,46.0,Rain,0.0
2021-06-24,City_2,52.9,Clear,0.0
2021-06-25,City_2,50.4,Clear,0.0
2021-06-26,City_2,51.2,Rain,0.56
2021-06-27,City_2,44.6,Rain,0.77
2021-06-28,City_2,46.6,Cloudy,0.0
2021-06-29,City_2,51.5,Clear,0.0
2021-06-30,City_2,42.8,Rain,0.29
2021-07-01,City_2,41.7,Rain,0.36
2021-07-02,City_2,45.3,Clear,0.0
2021-07-03,City_2,39.9,Rain,0.01
2021-07-04,City_2,38.4,Rain,0.08
2021-07-05,City_2,45.2,Cloudy,0.0
2021-07-06,City_2,47.4,Clear,0.0
2021-07-07,City_2,43.1,Clear,0.0
2021-07-08,City_2,43.3,Clear,0.0
2021-07-09,City_2,44.5,Rain,0.09
2021-07-10,City_2,39.2,Clear,0.0
2021-07-11,City_2,41.8,Rain,0.77
2021-07-12,City_2,44.4,Rain,0.26
2021-07-13,City_2,36.2,Rain,0.24
2021-07-14,City_2,46.9,Clear,0.0
2021-07-15,City_2,37.2,Clear,0.0
2021-07-16,City_2,38.4,Rain,0.88
2021-07-17,City_2,36.0,Rain,0.0
2021-07-18,City_2,40.3,Rain,0.55
2021-07-19,City_2,28.7,Snow,0.35
2021-07-20,City_2,48.2,Clear,0.0
2021-07-21,City_2,43.6,Clear,0.0
2021-07-22,City_2,35.1,Clear,0.0
2021-07-23,City_2,30.1,Snow,0.44
2021-07-24,City_2,28.1,Clear,0.0
2021-07-25,City_2,41.5,Clear,0.0
2021-07-26,City_2,41.4,Clear,0.0
2021-07-27,City_2,34.2,Rain,0.74
2021-07-28,City_2,35.7,Clear,0.0
2021-07-29,City_2,32.0,Snow,0.6
2021-07-30,City_2,32.6,Clear,0.0
2021-07-31,City_2,29.8,Snow,0.55
2021-08-01,City_2,34.2,Windy,0.0
2021-08-02,City_2,20.2,Snow,1.23
2021-08-03,City_2,31.0,Clear,0.0
2021-08-04,City_2,26.0,Clear,0.0
2021-08-05,City_2,26.5,Snow,0.0
2021-08-06,City_2,33.9,Rain,0.08
2021-08-07,City_2,36.4,Rain,0.23
2021-08-08,City_2,34.2,Clear,0.0
2021-08-09,City_2,26.2,Snow,0.49
2021-08-10,City_2,35.7,Clear,0.0
2021-08-11,City_2,21.3,Snow,0.63
2021-08-12,City_2,28.6,Snow,0.6
2021-08-13,City_2,30.1,Snow,0.8
2021-08-14,City_2,23.4,Rain,0.51
2021-08-15,City_2,29.6,Snow,0.0
2021-08-16,City_2,25.0,Rain,0.29
2021-08-17,City_2,28.3,Snow,0.0
2021-08-18,City_2,30.2,Snow,1.6
2021-08-19,City_2,26.3,Clear,0.0
2021-08-20,City_2,30.5,Snow,0.41
2021-08-21,City_2,23.5,Snow,0.86
2021-08-22,City_2,23.1,Rain,0.2
2021-08-23,City_2,21.7,Snow,0.8
2021-08-24,City_2,24.4,Snow,1.87
2021-08-25,City_2,26.6,Snow,0.41
2021-08-26,City_2,28.9,Snow,0.54
2021-08-27,City_2,21.7,Snow,0.0
2021-08-28,City_2,26.4,Rain,0.71
2021-08-29,City_2,29.2,Snow,1.03
2021-08-30,City_2,33.0,Rain,0.22
2021-08-31,City_2,25.0,Snow,1.61
2021-09-01,City_2,29.7,Snow,1.17
2021-09-02,City_2,27.5,Clear,0.0
2021-09-03,City_2,23.1,Snow,0.97
2021-09-04,City_2,21.4,Rain,0.0
2021-09-05,City_2,28.3,Snow,0.0
2021-09-06,City_2,26.8,Snow,0.15
2021-09-07,City_2,19.2,Clear,0.0
2021-09-08,City_2,27.3,Snow,1.14
2021-09-09,City_2,19.4,Rain,0.09
2021-09-10,City_2,30.8,Snow,0.44
2021-09-11,City_2,24.3,Snow,0.0
2021-09-12,City_2,19.7,Snow,0.0
2021-09-13,City_2,26.9,Clear,0.0
2021-09-14,City_2,36.1,Clear,0.0
2021-09-15,City_2,29.1,Snow,1.81
2021-09-16,City_2,28.4,Snow,1.28
2021-09-17,City_2,17.6,Snow,1.87
2021-09-18,City_2,23.5,Snow,1.69
2021-09-19,City_2,26.1,Fog,0.0
2021-09-20,City_2,26.0,Snow,0.96
2021-09-21,City_2,26.1,Snow,0.0
2021-09-22,City_2,24.6,Clear,0.0
2021-09-23,City_2,23.6,Snow,1.84
2021-09-24,City_2,21.5,Snow,0.28
2021-09-25,City_2,30.7,Snow,0.0
2021-09-26,City_2,26.0,Snow,0.0
2021-09-27,City_2,26.6,Snow,1.51
2021-09-28,City_2,23.5,Snow,0.55
2021-09-29,City_2,28.5,Snow,1.26
2021-09-30,City_2,22.5,Snow,0.0
2021-10-01,City_2,25.1,Snow,1.81
2021-10-02,City_2,27.4,Clear,0.0
2021-10-03,City_2,18.0,Snow,1.5
2021-10-04,City_2,27.3,Snow,0.0
2021-10-05,City_2,17.7,Snow,0.0
2021-10-06,City_2,32.4,Clear,0.0
2021-10-07,City_2,33.5,Rain,0.75
2021-10-08,City_2,33.1,Rain,0.0
2021-10-09,City_2,17.2,Snow,1.39
2021-10-10,City_2,31.0,Rain,0.0
2021-10-11,City_2,25.1,Clear,0.0
2021-10-12,City_2,23.1,Snow,1.82
2021-10-13,City_2,19.3,Clear,0.0
2021-10-14,City_2,26.1,Snow,0.83
2021-10-15,City_2,24.6,Snow,0.0
2021-10-16,City_2,29.1,Snow,0.91
2021-10-17,City_2,31.1,Snow,1.98
2021-10-18,City_2,35.4,Rain,0.87
2021-10-19,City_2,30.5,Snow,0.0
2021-10-20,City_2,33.9,Clear,0.0
2021-10-21,City_2,33.9,Rain,0.5
2021-10-22,City_2,31.8,Rain,1.0
2021-10-23,City_2,33.9,Rain,0.97
2021-10-24,City_2,34.5,Clear,0.0
2021-10-25,City_2,32.1,Rain,0.0
2021-10-26,City_2,34.7,Rain,0.45
2021-10-27,City_2,32.2,Rain,0.41
2021-10-28,City_2,36.0,Rain,0.74
2021-10-29,City_2,32.0,Snow,0.37
2021-10-30,City_2,39.9,Clear,0.0
2021-10-31,City_2,30.8,Snow,1.39
2021-11-01,City_2,34.5,Rain,0.61
2021-11-02,City_2,38.9,Rain,0.08
2021-11-03,City_2,39.0,Rain,0.67
2021-11-04,City_2,31.1,Snow,0.0
2021-11-05,City_2,35.1,Clear,0.0
2021-11-06,City_2,32.9,Rain,0.71
2021-11-07,City_2,34.3,Rain,0.09
2021-11-08,City_2,44.2,Clear,0.0
2021-11-09,City_2,41.7,Rain,0.35
2021-11-10,City_2,42.3,Clear,0.0
2021-11-11,City_2,33.4,Rain,0.95
2021-11-12,City_2,34.5,Rain,0.98
2021-11-13,City_2,48.2,Clear,0.0
2021-11-14,City_2,40.7,Rain,0.0
2021-11-15,City_2,46.4,Clear,0.0
2021-11-16,City_2,34.6,Rain,0.61
2021-11-17,City_2,36.5,Rain,0.39
2021-11-18,City_2,42.6,Rain,0.0
2021-11-19,City_2,46.3,Clear,0.0
2021-11-20,City_2,36.6,Clear,0.0
2021-11-21,City_2,49.1,Clear,0.0
2021-11-22,City_2,40.1,Rain,0.28
2021-11-23,City_2,48.2,Rain,1.49
2021-11-24,City_2,48.6,Clear,0.0
2021-11-25,City_2,48.8,Rain,0.98
2021-11-26,City_2,49.4,Rain,1.2
2021-11-27,City_2,47.5,Clear,0.0
2021-11-28,City_2,48.1,Clear,0.0
2021-11-29,City_2,53.4,Windy,0.0
2021-11-30,City_2,51.9,Clear,0.0
2021-12-01,City_2,44.7,Clear,0.0
2021-12-02,City_2,44.1,Clear,0.0
2021-12-03,City_2,47.5,Rain,0.6
2021-12-04,City_2,49.9,Rain,0.0
2021-12-05,City_2,49.8,Rain,0.0
2021-12-06,City_2,56.3,Clear,0.0
2021-12-07,City_2,52.6,Clear,0.0
2021-12-08,City_2,52.9,Fog,0.0
2021-12-09,City_2,47.4,Rain,0.0
2021-12-10,City_2,58.4,Clear,0.0
2021-12-11,City_2,46.6,Rain,0.0
2021-12-12,City_2,58.4,Rain,0.93
2021-12-13,City_2,55.9,Rain,0.0
2021-12-14,City_2,56.4,Rain,0.61
2021-12-15,City_2,61.0,Clear,0.0
2021-12-16,City_2,53.0,Clear,0.0
2021-12-17,City_2,55.5,Rain,1.08
2021-12-18,City_2,48.2,Clear,0.0
